date,max_temp,min_temp,avg_temp
2026-03-14,10.2,3.4,6.8
2026-03-15,13.4,1.9,7.65
2026-03-16,13.4,8.3,10.850000000000001
2026-03-17,17.3,6.2,11.75
2026-03-18,16.5,7.9,12.2
2026-03-19,18.2,6.8,12.5
2026-03-20,17.8,6.1,11.95
2026-03-21,17.3,6.6,11.95
